,IM,Slight,Moderate,Extensive,Complete
49,2.4797979797979797,0.9997844297580138,0.9993509072389358,0.9965594562763207,0.9814401766610166
50,2.53020202020202,0.9998101363928508,0.999422807190172,0.9968912209153299,0.9829117221656987
51,2.5806060606060606,0.9998325308675183,0.9994860786185488,0.9971881966841372,0.9842562812795824
52,2.631010101010101,0.9998520716510132,0.9995418365245241,0.997454322411941,0.9854856632118926
53,2.6814141414141415,0.9998691493869761,0.9995910416240399,0.9976930586020516,0.98661050585798
54,2.731818181818182,0.9998840975673013,0.9996345230922502,0.9979074493447112,0.9876403982896156
55,2.7822222222222224,0.9998972014266437,0.999672997752123,0.9981001757398912,0.9885839899303063
56,2.832626262626263,0.9999087053706869,0.9997070862946167,0.9982736020561309,0.9894490878903591
57,2.8830303030303033,0.9999188191931951,0.9997373270153249,0.998429815666155,0.9902427437755292
58,2.9334343434343437,0.9999277232902443,0.999764187469178,0.9985706616438093,0.9909713311382424
59,2.9838383838383837,0.9999355730423218,0.9997880743764767,0.9986977727750618,0.9916406146104716
60,3.034242424242424,0.9999425025044414,0.9998093420574105,0.998812595624486,0.992255811641171
61,3.0846464646464646,0.9999486275195908,0.9998282996259826,0.9989164132044835,0.9928216476575356
62,3.135050505050505,0.9999540483506262,0.9998452171361336,0.9990103647147786,0.9933424053770826
63,3.1854545454545455,0.9999588519092212,0.9998603308413138,0.9990954627521146,0.9938219689155265
64,3.235858585858586,0.9999631136469861,0.999873847702639,0.99917260833271,0.9942638632625778
65,3.2862626262626264,0.9999668991628028,0.9998859492590746,0.9992426040212514,0.9946712896331983
66,3.336666666666667,0.9999702655713235,0.9998967949550593,0.9993061654187044,0.9950471571445675
67,3.3870707070707073,0.9999732626700967,0.9999065250059601,0.9993639312258542,0.9953941112182797
68,3.437474747474748,0.9999759339365971,0.9999152628691996,0.9994164720693132,0.9957145590623548
69,3.4878787878787882,0.9999783173813284,0.9999231173784148,0.99946429825096,0.9960106925478553
70,3.5382828282828283,0.9999804462789303,0.9999301845892153,0.9995078665597265,0.9962845087596787
71,3.5886868686868687,0.9999823497957065,0.9999365493777399,0.9995475862657701,0.9965378284699027
72,3.639090909090909,0.9999840535290639,0.9999422868270058,0.9995838244008792,0.9967723127544534
73,3.6894949494949496,0.9999855799719164,0.9999474634308315,0.9996169104150602,0.9969894779494057
74,3.73989898989899,0.9999869489130714,0.9999521381407098,0.9996471402873118,0.997190709121572
75,3.7903030303030305,0.9999881777829146,0.999956363277287,0.9996747801583085,0.9973772722088426
76,3.840707070707071,0.9999892819522829,0.9999601853249613,0.9997000695438547,0.9975503249687321
